
"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"0101","0","0","0","0","0","0","0","0","0","1","2","2","2","1","0","0","0","0","0","0","0","0","0","0"
"0102","0","0","0","0","0","0","0","0","1","3","5","6","6","4","2","1","0","0","0","0","0","0","0","0"
"0103","0","0","0","0","0","0","0","0","1","2","3","3","2","1","1","0","0","0","0","0","0","0","0","0"
"0104","0","0","0","0","0","0","0","0","0","1","3","4","4","3","1","0","0","0","0","0","0","0","0","0"
"0105","0","0","0","0","0","0","0","0","1","3","5","6","5","3","2","1","0","0","0","0","0","0","0","0"
"0106","0","0","0","0","0","0","0","0","1","3","5","6","6","5","3","1","0","0","0","0","0","0","0","0"
"0107","0","0","0","0","0","0","0","0","0","1","1","1","2","2","1","0","0","0","0","0","0","0","0","0"
"0108","0","0","0","0","0","0","0","0","1","2","3","4","4","3","2","1","0","0","0","0","0","0","0","0"
"0109","0","0","0","0","0","0","0","0","1","3","4","5","4","3","1","1","0","0","0","0","0","0","0","0"
"0110","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"0111","0","0","0","0","0","0","0","0","0","1","2","4","4","3","1","0","0","0","0","0","0","0","0","0"
"0112","0","0","0","0","0","0","0","0","1","3","4","6","6","4","2","1","0","0","0","0","0","0","0","0"
"0113","0","0","0","0","0","0","0","0","1","1","1","2","2","1","1","0","0","0","0","0","0","0","0","0"
"0114","0","0","0","0","0","0","0","0","1","2","5","6","5","2","1","0","0","0","0","0","0","0","0","0"
"0115","0","0","0","0","0","0","0","0","1","3","5","5","4","4","2","1","0","0","0","0","0","0","0","0"
"0116","0","0","0","0","0","0","0","0","0","2","3","2","3","2","1","0","0","0","0","0","0","0","0","0"
"0117","0","0","0","0","0","0","0","0","1","2","2","4","3","3","3","1","0","0","0","0","0","0","0","0"
"0118","0","0","0","0","0","0","0","0","1","3","5","6","7","5","3","1","0","0","0","0","0","0","0","0"
"0119","0","0","0","0","0","0","0","0","1","2","4","5","5","4","2","1","0","0","0","0","0","0","0","0"
"0120","0","0","0","0","0","0","0","0","1","3","5","5","4","4","3","1","0","0","0","0","0","0","0","0"
"0121","0","0","0","0","0","0","0","0","1","1","4","4","1","1","1","0","0","0","0","0","0","0","0","0"
"0122","0","0","0","0","0","0","0","0","1","2","3","3","5","4","2","1","0","0","0","0","0","0","0","0"
"0123","0","0","0","0","0","0","0","0","1","2","3","3","2","1","1","0","0","0","0","0","0","0","0","0"
"0124","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"0125","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"0126","0","0","0","0","0","0","0","0","0","1","1","2","1","1","1","0","0","0","0","0","0","0","0","0"
"0127","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"0128","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"0129","0","0","0","0","0","0","0","0","1","2","3","3","5","5","3","1","0","0","0","0","0","0","0","0"
"0130","0","0","0","0","0","0","0","0","1","2","4","4","6","5","2","1","0","0","0","0","0","0","0","0"
"0131","0","0","0","0","0","0","0","0","1","2","3","5","6","6","3","1","0","0","0","0","0","0","0","0"
