0,1,2,3,4
GRU,LightGBM,256,100,3525713.02
GRU,LightGBM,256,150,3260345.2800000003
GRU,LightGBM,256,200,3676838.81
GRU,LightGBM,256,250,3540143.5600000005
GRU,LightGBM,256,300,0
GRU,LightGBM,128,50,3409664.3
GRU,LightGBM,128,100,6975237.5600000005
GRU,LightGBM,128,150,4422423.16
GRU,LightGBM,128,200,4157533.1599999997
GRU,LightGBM,128,250,7349331.03
GRU,LightGBM,128,300,0
GRU,LightGBM,64,50,0
GRU,LightGBM,64,100,0
GRU,LightGBM,64,150,0
GRU,LightGBM,64,200,0
GRU,LightGBM,64,250,0
GRU,LightGBM,64,300,0
GRU,ElasticNet,256,50,3247532.6700000004
GRU,ElasticNet,256,100,3272316.67
GRU,ElasticNet,256,150,3721301.61
GRU,ElasticNet,256,200,3671587.36
GRU,ElasticNet,256,250,3661007.0599999996
GRU,ElasticNet,256,300,0
GRU,ElasticNet,128,50,3339635.85
GRU,ElasticNet,128,100,3289262.05
GRU,ElasticNet,128,150,3963164.7
GRU,ElasticNet,128,200,3912075.52
GRU,ElasticNet,128,250,3489941.99
GRU,ElasticNet,128,300,0
GRU,ElasticNet,64,50,0
GRU,ElasticNet,64,100,0
GRU,ElasticNet,64,150,0
GRU,ElasticNet,64,200,0
GRU,ElasticNet,64,250,0
GRU,ElasticNet,64,300,0
GRU,Huber,256,50,3192123.43
GRU,Huber,256,100,3216402.6
GRU,Huber,256,150,3262731.5900000003
GRU,Huber,256,200,6162357.33
GRU,Huber,256,250,3334717.37
GRU,Huber,256,300,0
GRU,Huber,128,50,3419058.3200000003
GRU,Huber,128,100,3314377.3000000003
GRU,Huber,128,150,4287817.65
GRU,Huber,128,200,3357230.5999999996
GRU,Huber,128,250,3685898.63
GRU,Huber,128,300,0
GRU,Huber,64,50,0
GRU,Huber,64,100,0
GRU,Huber,64,150,0
GRU,Huber,64,200,0
GRU,Huber,64,250,0
GRU,Huber,64,300,0
GRU,Lasso,256,50,3423097.68
GRU,Lasso,256,100,4383980.890000001
GRU,Lasso,256,150,3587507.96
GRU,Lasso,256,200,4226707.85
GRU,Lasso,256,250,3133098.58
GRU,Lasso,256,300,0
GRU,Lasso,128,50,3210659.5900000003
GRU,Lasso,128,100,3326486.0
GRU,Lasso,128,150,7504421.879999999
GRU,Lasso,128,200,3708159.99
GRU,Lasso,128,250,3514130.3000000003
GRU,Lasso,128,300,0
GRU,Lasso,64,50,0
GRU,Lasso,64,100,0
GRU,Lasso,64,150,0
GRU,Lasso,64,200,0
GRU,Lasso,64,250,0
GRU,Lasso,64,300,0
GRU,Ridge,256,50,3221052.7500000005
GRU,Ridge,256,100,3279774.3099999996
GRU,Ridge,256,150,3663873.72
GRU,Ridge,256,200,3530831.3700000006
GRU,Ridge,256,250,3293551.67
GRU,Ridge,256,300,0
GRU,Ridge,128,50,3240468.25
GRU,Ridge,128,100,6415975.0
GRU,Ridge,128,150,6673914.340000001
GRU,Ridge,128,200,6797867.43
GRU,Ridge,128,250,3282028.18
GRU,Ridge,128,300,0
GRU,Ridge,64,50,0
GRU,Ridge,64,100,0
GRU,Ridge,64,150,0
GRU,Ridge,64,200,0
GRU,Ridge,64,250,0
GRU,Ridge,64,300,0
Simple RNN,ExtraTreesRegressor,256,50,3314118.07
Simple RNN,ExtraTreesRegressor,256,100,6831168.59
Simple RNN,ExtraTreesRegressor,256,150,3327913.9099999997
Simple RNN,ExtraTreesRegressor,256,200,5546471.88
Simple RNN,ExtraTreesRegressor,256,250,6219001.15
Simple RNN,ExtraTreesRegressor,256,300,0
Simple RNN,ExtraTreesRegressor,128,50,3296850.42
Simple RNN,ExtraTreesRegressor,128,100,3761320.58
Simple RNN,ExtraTreesRegressor,128,150,3931527.6
Simple RNN,ExtraTreesRegressor,128,200,3193151.2199999997
Simple RNN,ExtraTreesRegressor,128,250,3931791.4099999997
Simple RNN,ExtraTreesRegressor,128,300,0
Simple RNN,ExtraTreesRegressor,64,50,0
Simple RNN,ExtraTreesRegressor,64,100,0
Simple RNN,ExtraTreesRegressor,64,150,0
Simple RNN,ExtraTreesRegressor,64,200,0
Simple RNN,ExtraTreesRegressor,64,250,0
Simple RNN,ExtraTreesRegressor,64,300,0
Simple RNN,KnnRegression,256,50,3482371.3499999996
Simple RNN,KnnRegression,256,100,3818191.0300000003
Simple RNN,KnnRegression,256,150,0
Simple RNN,KnnRegression,256,200,0
Simple RNN,KnnRegression,256,250,0
Simple RNN,KnnRegression,256,300,0
Simple RNN,KnnRegression,128,50,0
Simple RNN,KnnRegression,128,100,0
Simple RNN,KnnRegression,128,150,0
Simple RNN,KnnRegression,128,200,0
Simple RNN,KnnRegression,128,250,0
Simple RNN,KnnRegression,128,300,0
Simple RNN,KnnRegression,64,50,0
Simple RNN,KnnRegression,64,100,0
Simple RNN,KnnRegression,64,150,0
Simple RNN,KnnRegression,64,200,0
Simple RNN,KnnRegression,64,250,0
Simple RNN,KnnRegression,64,300,0
Simple RNN,VotingRegressor,256,50,0
Simple RNN,VotingRegressor,256,100,0
Simple RNN,VotingRegressor,256,150,0
Simple RNN,VotingRegressor,256,200,0
Simple RNN,VotingRegressor,256,250,0
Simple RNN,VotingRegressor,256,300,0
Simple RNN,VotingRegressor,128,50,0
Simple RNN,VotingRegressor,128,100,0
Simple RNN,VotingRegressor,128,150,0
Simple RNN,VotingRegressor,128,200,0
Simple RNN,VotingRegressor,128,250,0
Simple RNN,VotingRegressor,128,300,0
Simple RNN,VotingRegressor,64,50,0
Simple RNN,VotingRegressor,64,100,0
Simple RNN,VotingRegressor,64,150,0
Simple RNN,VotingRegressor,64,200,0
Simple RNN,VotingRegressor,64,250,0
Simple RNN,VotingRegressor,64,300,0
Simple RNN,Linear,256,50,0
Simple RNN,Linear,256,100,0
Simple RNN,Linear,256,150,0
Simple RNN,Linear,256,200,0
Simple RNN,Linear,256,250,0
Simple RNN,Linear,256,300,0
Simple RNN,Linear,128,50,0
Simple RNN,Linear,128,100,0
Simple RNN,Linear,128,150,0
Simple RNN,Linear,128,200,0
Simple RNN,Linear,128,250,0
Simple RNN,Linear,128,300,0
Simple RNN,Linear,64,50,0
Simple RNN,Linear,64,100,0
Simple RNN,Linear,64,150,0
Simple RNN,Linear,64,200,0
Simple RNN,Linear,64,250,0
Simple RNN,Linear,64,300,0
Simple RNN,RandomForestRegressor,256,50,0
Simple RNN,RandomForestRegressor,256,100,0
Simple RNN,RandomForestRegressor,256,150,0
Simple RNN,RandomForestRegressor,256,200,0
Simple RNN,RandomForestRegressor,256,250,0
Simple RNN,RandomForestRegressor,256,300,0
Simple RNN,RandomForestRegressor,128,50,0
Simple RNN,RandomForestRegressor,128,100,0
Simple RNN,RandomForestRegressor,128,150,0
Simple RNN,RandomForestRegressor,128,200,0
Simple RNN,RandomForestRegressor,128,250,0
Simple RNN,RandomForestRegressor,128,300,0
Simple RNN,RandomForestRegressor,64,50,0
Simple RNN,RandomForestRegressor,64,100,0
Simple RNN,RandomForestRegressor,64,150,0
Simple RNN,RandomForestRegressor,64,200,0
Simple RNN,RandomForestRegressor,64,250,0
Simple RNN,RandomForestRegressor,64,300,0
Simple RNN,GradientBoostingRegressor,256,50,0
Simple RNN,GradientBoostingRegressor,256,100,0
Simple RNN,GradientBoostingRegressor,256,150,0
Simple RNN,GradientBoostingRegressor,256,200,0
Simple RNN,GradientBoostingRegressor,256,250,0
Simple RNN,GradientBoostingRegressor,256,300,0
Simple RNN,GradientBoostingRegressor,128,50,0
Simple RNN,GradientBoostingRegressor,128,100,0
Simple RNN,GradientBoostingRegressor,128,150,0
Simple RNN,GradientBoostingRegressor,128,200,0
Simple RNN,GradientBoostingRegressor,128,250,0
Simple RNN,GradientBoostingRegressor,128,300,0
Simple RNN,GradientBoostingRegressor,64,50,0
Simple RNN,GradientBoostingRegressor,64,100,0
Simple RNN,GradientBoostingRegressor,64,150,0
Simple RNN,GradientBoostingRegressor,64,200,0
Simple RNN,GradientBoostingRegressor,64,250,0
Simple RNN,GradientBoostingRegressor,64,300,0
Simple RNN,SupportVectorRegressor,256,50,0
Simple RNN,SupportVectorRegressor,256,100,0
Simple RNN,SupportVectorRegressor,256,150,0
Simple RNN,SupportVectorRegressor,256,200,0
Simple RNN,SupportVectorRegressor,256,250,0
Simple RNN,SupportVectorRegressor,256,300,0
Simple RNN,SupportVectorRegressor,128,50,0
Simple RNN,SupportVectorRegressor,128,100,0
Simple RNN,SupportVectorRegressor,128,150,0
Simple RNN,SupportVectorRegressor,128,200,0
Simple RNN,SupportVectorRegressor,128,250,0
Simple RNN,SupportVectorRegressor,128,300,0
Simple RNN,SupportVectorRegressor,64,50,0
Simple RNN,SupportVectorRegressor,64,100,0
Simple RNN,SupportVectorRegressor,64,150,0
Simple RNN,SupportVectorRegressor,64,200,0
Simple RNN,SupportVectorRegressor,64,250,0
Simple RNN,SupportVectorRegressor,64,300,0
Simple RNN,XGBoost,256,50,0
Simple RNN,XGBoost,256,100,0
Simple RNN,XGBoost,256,150,0
Simple RNN,XGBoost,256,200,0
Simple RNN,XGBoost,256,250,0
Simple RNN,XGBoost,256,300,0
Simple RNN,XGBoost,128,50,0
Simple RNN,XGBoost,128,100,0
Simple RNN,XGBoost,128,150,0
Simple RNN,XGBoost,128,200,0
Simple RNN,XGBoost,128,250,0
Simple RNN,XGBoost,128,300,0
Simple RNN,XGBoost,64,50,0
Simple RNN,XGBoost,64,100,0
Simple RNN,XGBoost,64,150,0
Simple RNN,XGBoost,64,200,0
Simple RNN,XGBoost,64,250,0
Simple RNN,XGBoost,64,300,0
Simple RNN,CatBoost,256,50,0
Simple RNN,CatBoost,256,100,0
Simple RNN,CatBoost,256,150,0
Simple RNN,CatBoost,256,200,0
Simple RNN,CatBoost,256,250,0
Simple RNN,CatBoost,256,300,0
Simple RNN,CatBoost,128,50,0
Simple RNN,CatBoost,128,100,0
Simple RNN,CatBoost,128,150,0
Simple RNN,CatBoost,128,200,0
Simple RNN,CatBoost,128,250,0
Simple RNN,CatBoost,128,300,0
Simple RNN,CatBoost,64,50,0
Simple RNN,CatBoost,64,100,0
Simple RNN,CatBoost,64,150,0
Simple RNN,CatBoost,64,200,0
Simple RNN,CatBoost,64,250,0
Simple RNN,CatBoost,64,300,0
Simple RNN,LightGBM,256,50,0
Simple RNN,LightGBM,256,100,0
Simple RNN,LightGBM,256,150,0
Simple RNN,LightGBM,256,200,0
Simple RNN,LightGBM,256,250,0
Simple RNN,LightGBM,256,300,0
Simple RNN,LightGBM,128,50,0
Simple RNN,LightGBM,128,100,0
Simple RNN,LightGBM,128,150,0
Simple RNN,LightGBM,128,200,0
Simple RNN,LightGBM,128,250,0
Simple RNN,LightGBM,128,300,0
Simple RNN,LightGBM,64,50,0
Simple RNN,LightGBM,64,100,0
Simple RNN,LightGBM,64,150,0
Simple RNN,LightGBM,64,200,0
Simple RNN,LightGBM,64,250,0
Simple RNN,LightGBM,64,300,0
Simple RNN,ElasticNet,256,50,0
Simple RNN,ElasticNet,256,100,0
Simple RNN,ElasticNet,256,150,0
Simple RNN,ElasticNet,256,200,0
Simple RNN,ElasticNet,256,250,0
Simple RNN,ElasticNet,256,300,0
Simple RNN,ElasticNet,128,50,0
Simple RNN,ElasticNet,128,100,0
Simple RNN,ElasticNet,128,150,0
Simple RNN,ElasticNet,128,200,0
Simple RNN,ElasticNet,128,250,0
Simple RNN,ElasticNet,128,300,0
Simple RNN,ElasticNet,64,50,0
Simple RNN,ElasticNet,64,100,0
Simple RNN,ElasticNet,64,150,0
Simple RNN,ElasticNet,64,200,0
Simple RNN,ElasticNet,64,250,0
Simple RNN,ElasticNet,64,300,0
Simple RNN,Huber,256,50,0
Simple RNN,Huber,256,100,0
Simple RNN,Huber,256,150,0
Simple RNN,Huber,256,200,0
Simple RNN,Huber,256,250,0
Simple RNN,Huber,256,300,0
Simple RNN,Huber,128,50,0
Simple RNN,Huber,128,100,0
Simple RNN,Huber,128,150,0
Simple RNN,Huber,128,200,0
Simple RNN,Huber,128,250,0
Simple RNN,Huber,128,300,0
Simple RNN,Huber,64,50,0
Simple RNN,Huber,64,100,0
Simple RNN,Huber,64,150,0
Simple RNN,Huber,64,200,0
Simple RNN,Huber,64,250,0
Simple RNN,Huber,64,300,0
Simple RNN,Lasso,256,50,0
Simple RNN,Lasso,256,100,0
Simple RNN,Lasso,256,150,0
Simple RNN,Lasso,256,200,0
Simple RNN,Lasso,256,250,0
Simple RNN,Lasso,256,300,0
Simple RNN,Lasso,128,50,0
Simple RNN,Lasso,128,100,0
Simple RNN,Lasso,128,150,0
Simple RNN,Lasso,128,200,0
Simple RNN,Lasso,128,250,0
Simple RNN,Lasso,128,300,0
Simple RNN,Lasso,64,50,0
Simple RNN,Lasso,64,100,0
Simple RNN,Lasso,64,150,0
Simple RNN,Lasso,64,200,0
Simple RNN,Lasso,64,250,0
Simple RNN,Lasso,64,300,0
Simple RNN,Ridge,256,50,0
Simple RNN,Ridge,256,100,0
Simple RNN,Ridge,256,150,0
Simple RNN,Ridge,256,200,0
Simple RNN,Ridge,256,250,0
Simple RNN,Ridge,256,300,0
Simple RNN,Ridge,128,50,0
Simple RNN,Ridge,128,100,0
Simple RNN,Ridge,128,150,0
Simple RNN,Ridge,128,200,0
Simple RNN,Ridge,128,250,0
Simple RNN,Ridge,128,300,0
Simple RNN,Ridge,64,50,0
Simple RNN,Ridge,64,100,0
Simple RNN,Ridge,64,150,0
Simple RNN,Ridge,64,200,0
Simple RNN,Ridge,64,250,0
Simple RNN,Ridge,64,300,0
Bidirectional LSTM,ExtraTreesRegressor,256,50,3368246.16
Bidirectional LSTM,ExtraTreesRegressor,256,100,6232626.199999999
Bidirectional LSTM,ExtraTreesRegressor,256,150,6157437.62
Bidirectional LSTM,ExtraTreesRegressor,256,200,3457217.5399999996
Bidirectional LSTM,ExtraTreesRegressor,256,250,5387236.69
Bidirectional LSTM,ExtraTreesRegressor,256,300,0
Bidirectional LSTM,ExtraTreesRegressor,128,50,3285647.65
Bidirectional LSTM,ExtraTreesRegressor,128,100,3354662.27
Bidirectional LSTM,ExtraTreesRegressor,128,150,5033614.340000001
Bidirectional LSTM,ExtraTreesRegressor,128,200,3974380.8299999996
Bidirectional LSTM,ExtraTreesRegressor,128,250,3769565.12
Bidirectional LSTM,ExtraTreesRegressor,128,300,0
Bidirectional LSTM,ExtraTreesRegressor,64,50,0
Bidirectional LSTM,ExtraTreesRegressor,64,100,0
Bidirectional LSTM,ExtraTreesRegressor,64,150,0
Bidirectional LSTM,ExtraTreesRegressor,64,200,0
Bidirectional LSTM,ExtraTreesRegressor,64,250,0
Bidirectional LSTM,ExtraTreesRegressor,64,300,0
Bidirectional LSTM,KnnRegression,256,50,3655693.95
Bidirectional LSTM,KnnRegression,256,100,3381961.0499999993
Bidirectional LSTM,KnnRegression,256,150,4176824.7300000004
Bidirectional LSTM,KnnRegression,256,200,3459396.6899999995
Bidirectional LSTM,KnnRegression,256,250,3395017.18
Bidirectional LSTM,KnnRegression,256,300,0
Bidirectional LSTM,KnnRegression,128,50,3235214.43
Bidirectional LSTM,KnnRegression,128,100,3315353.88
Bidirectional LSTM,KnnRegression,128,150,3346541.8200000003
Bidirectional LSTM,KnnRegression,128,200,3230387.6899999995
Bidirectional LSTM,KnnRegression,128,250,3239072.18
Bidirectional LSTM,KnnRegression,128,300,0
Bidirectional LSTM,KnnRegression,64,50,0
Bidirectional LSTM,KnnRegression,64,100,0
Bidirectional LSTM,KnnRegression,64,150,0
Bidirectional LSTM,KnnRegression,64,200,0
Bidirectional LSTM,KnnRegression,64,250,0
Bidirectional LSTM,KnnRegression,64,300,0
Bidirectional LSTM,VotingRegressor,256,50,3506426.5
Bidirectional LSTM,VotingRegressor,256,100,3547347.1
Bidirectional LSTM,VotingRegressor,256,150,3588374.4499999997
Bidirectional LSTM,VotingRegressor,256,200,3529370.52
Bidirectional LSTM,VotingRegressor,256,250,3818841.85
Bidirectional LSTM,VotingRegressor,256,300,0
Bidirectional LSTM,VotingRegressor,128,50,3247570.5300000003
Bidirectional LSTM,VotingRegressor,128,100,3556348.52
Bidirectional LSTM,VotingRegressor,128,150,3566166.24
Bidirectional LSTM,VotingRegressor,128,200,4273295.56
Bidirectional LSTM,VotingRegressor,128,250,4688385.36
Bidirectional LSTM,VotingRegressor,128,300,0
Bidirectional LSTM,VotingRegressor,64,50,0
Bidirectional LSTM,VotingRegressor,64,100,0
Bidirectional LSTM,VotingRegressor,64,150,0
Bidirectional LSTM,VotingRegressor,64,200,0
Bidirectional LSTM,VotingRegressor,64,250,0
Bidirectional LSTM,VotingRegressor,64,300,0
Bidirectional LSTM,Linear,256,50,3241188.0900000003
Bidirectional LSTM,Linear,256,100,10409784.600000001
Bidirectional LSTM,Linear,256,150,3372512.45
Bidirectional LSTM,Linear,256,200,3388568.3600000003
Bidirectional LSTM,Linear,256,250,0
Bidirectional LSTM,Linear,256,300,0
Bidirectional LSTM,Linear,128,50,0
Bidirectional LSTM,Linear,128,100,0
Bidirectional LSTM,Linear,128,150,0
Bidirectional LSTM,Linear,128,200,0
Bidirectional LSTM,Linear,128,250,0
Bidirectional LSTM,Linear,128,300,0
Bidirectional LSTM,Linear,64,50,0
Bidirectional LSTM,Linear,64,100,0
Bidirectional LSTM,Linear,64,150,0
Bidirectional LSTM,Linear,64,200,0
Bidirectional LSTM,Linear,64,250,0
Bidirectional LSTM,Linear,64,300,0
Bidirectional LSTM,RandomForestRegressor,256,50,0
Bidirectional LSTM,RandomForestRegressor,256,100,0
Bidirectional LSTM,RandomForestRegressor,256,150,0
Bidirectional LSTM,RandomForestRegressor,256,200,0
Bidirectional LSTM,RandomForestRegressor,256,250,0
Bidirectional LSTM,RandomForestRegressor,256,300,0
Bidirectional LSTM,RandomForestRegressor,128,50,0
Bidirectional LSTM,RandomForestRegressor,128,100,0
Bidirectional LSTM,RandomForestRegressor,128,150,0
Bidirectional LSTM,RandomForestRegressor,128,200,0
Bidirectional LSTM,RandomForestRegressor,128,250,0
Bidirectional LSTM,RandomForestRegressor,128,300,0
Bidirectional LSTM,RandomForestRegressor,64,50,0
Bidirectional LSTM,RandomForestRegressor,64,100,0
Bidirectional LSTM,RandomForestRegressor,64,150,0
Bidirectional LSTM,RandomForestRegressor,64,200,0
Bidirectional LSTM,RandomForestRegressor,64,250,0
Bidirectional LSTM,RandomForestRegressor,64,300,0
Bidirectional LSTM,GradientBoostingRegressor,256,50,0
Bidirectional LSTM,GradientBoostingRegressor,256,100,0
Bidirectional LSTM,GradientBoostingRegressor,256,150,0
Bidirectional LSTM,GradientBoostingRegressor,256,200,0
Bidirectional LSTM,GradientBoostingRegressor,256,250,0
Bidirectional LSTM,GradientBoostingRegressor,256,300,0
Bidirectional LSTM,GradientBoostingRegressor,128,50,0
Bidirectional LSTM,GradientBoostingRegressor,128,100,0
Bidirectional LSTM,GradientBoostingRegressor,128,150,0
Bidirectional LSTM,GradientBoostingRegressor,128,200,0
Bidirectional LSTM,GradientBoostingRegressor,128,250,0
Bidirectional LSTM,GradientBoostingRegressor,128,300,0
Bidirectional LSTM,GradientBoostingRegressor,64,50,0
Bidirectional LSTM,GradientBoostingRegressor,64,100,0
Bidirectional LSTM,GradientBoostingRegressor,64,150,0
Bidirectional LSTM,GradientBoostingRegressor,64,200,0
Bidirectional LSTM,GradientBoostingRegressor,64,250,0
Bidirectional LSTM,GradientBoostingRegressor,64,300,0
Bidirectional LSTM,SupportVectorRegressor,256,50,0
Bidirectional LSTM,SupportVectorRegressor,256,100,0
Bidirectional LSTM,SupportVectorRegressor,256,150,0
Bidirectional LSTM,SupportVectorRegressor,256,200,0
Bidirectional LSTM,SupportVectorRegressor,256,250,0
Bidirectional LSTM,SupportVectorRegressor,256,300,0
Bidirectional LSTM,SupportVectorRegressor,128,50,0
Bidirectional LSTM,SupportVectorRegressor,128,100,0
Bidirectional LSTM,SupportVectorRegressor,128,150,0
Bidirectional LSTM,SupportVectorRegressor,128,200,0
Bidirectional LSTM,SupportVectorRegressor,128,250,0
Bidirectional LSTM,SupportVectorRegressor,128,300,0
Bidirectional LSTM,SupportVectorRegressor,64,50,0
Bidirectional LSTM,SupportVectorRegressor,64,100,0
Bidirectional LSTM,SupportVectorRegressor,64,150,0
Bidirectional LSTM,SupportVectorRegressor,64,200,0
Bidirectional LSTM,SupportVectorRegressor,64,250,0
Bidirectional LSTM,SupportVectorRegressor,64,300,0
Bidirectional LSTM,XGBoost,256,50,0
Bidirectional LSTM,XGBoost,256,100,0
Bidirectional LSTM,XGBoost,256,150,0
Bidirectional LSTM,XGBoost,256,200,0
Bidirectional LSTM,XGBoost,256,250,0
Bidirectional LSTM,XGBoost,256,300,0
Bidirectional LSTM,XGBoost,128,50,0
Bidirectional LSTM,XGBoost,128,100,0
Bidirectional LSTM,XGBoost,128,150,0
Bidirectional LSTM,XGBoost,128,200,0
Bidirectional LSTM,XGBoost,128,250,0
Bidirectional LSTM,XGBoost,128,300,0
Bidirectional LSTM,XGBoost,64,50,0
Bidirectional LSTM,XGBoost,64,100,0
Bidirectional LSTM,XGBoost,64,150,0
Bidirectional LSTM,XGBoost,64,200,0
Bidirectional LSTM,XGBoost,64,250,0
Bidirectional LSTM,XGBoost,64,300,0
Bidirectional LSTM,CatBoost,256,50,0
Bidirectional LSTM,CatBoost,256,100,0
Bidirectional LSTM,CatBoost,256,150,0
Bidirectional LSTM,CatBoost,256,200,0
Bidirectional LSTM,CatBoost,256,250,0
Bidirectional LSTM,CatBoost,256,300,0
Bidirectional LSTM,CatBoost,128,50,0
Bidirectional LSTM,CatBoost,128,100,0
Bidirectional LSTM,CatBoost,128,150,0
Bidirectional LSTM,CatBoost,128,200,0
Bidirectional LSTM,CatBoost,128,250,0
Bidirectional LSTM,CatBoost,128,300,0
Bidirectional LSTM,CatBoost,64,50,0
Bidirectional LSTM,CatBoost,64,100,0
Bidirectional LSTM,CatBoost,64,150,0
Bidirectional LSTM,CatBoost,64,200,0
Bidirectional LSTM,CatBoost,64,250,0
Bidirectional LSTM,CatBoost,64,300,0
Bidirectional LSTM,LightGBM,256,50,0
Bidirectional LSTM,LightGBM,256,100,0
Bidirectional LSTM,LightGBM,256,150,0
Bidirectional LSTM,LightGBM,256,200,0
Bidirectional LSTM,LightGBM,256,250,0
Bidirectional LSTM,LightGBM,256,300,0
Bidirectional LSTM,LightGBM,128,50,0
Bidirectional LSTM,LightGBM,128,100,0
Bidirectional LSTM,LightGBM,128,150,0
Bidirectional LSTM,LightGBM,128,200,0
Bidirectional LSTM,LightGBM,128,250,0
Bidirectional LSTM,LightGBM,128,300,0
Bidirectional LSTM,LightGBM,64,50,0
Bidirectional LSTM,LightGBM,64,100,0
Bidirectional LSTM,LightGBM,64,150,0
Bidirectional LSTM,LightGBM,64,200,0
Bidirectional LSTM,LightGBM,64,250,0
Bidirectional LSTM,LightGBM,64,300,0
Bidirectional LSTM,ElasticNet,256,50,0
Bidirectional LSTM,ElasticNet,256,100,0
Bidirectional LSTM,ElasticNet,256,150,0
Bidirectional LSTM,ElasticNet,256,200,0
Bidirectional LSTM,ElasticNet,256,250,0
Bidirectional LSTM,ElasticNet,256,300,0
Bidirectional LSTM,ElasticNet,128,50,0
Bidirectional LSTM,ElasticNet,128,100,0
Bidirectional LSTM,ElasticNet,128,150,0
Bidirectional LSTM,ElasticNet,128,200,0
Bidirectional LSTM,ElasticNet,128,250,0
Bidirectional LSTM,ElasticNet,128,300,0
Bidirectional LSTM,ElasticNet,64,50,0
Bidirectional LSTM,ElasticNet,64,100,0
Bidirectional LSTM,ElasticNet,64,150,0
Bidirectional LSTM,ElasticNet,64,200,0
Bidirectional LSTM,ElasticNet,64,250,0
Bidirectional LSTM,ElasticNet,64,300,0
Bidirectional LSTM,Huber,256,50,0
Bidirectional LSTM,Huber,256,100,0
Bidirectional LSTM,Huber,256,150,0
Bidirectional LSTM,Huber,256,200,0
Bidirectional LSTM,Huber,256,250,0
Bidirectional LSTM,Huber,256,300,0
Bidirectional LSTM,Huber,128,50,0
Bidirectional LSTM,Huber,128,100,0
Bidirectional LSTM,Huber,128,150,0
Bidirectional LSTM,Huber,128,200,0
Bidirectional LSTM,Huber,128,250,0
Bidirectional LSTM,Huber,128,300,0
Bidirectional LSTM,Huber,64,50,0
Bidirectional LSTM,Huber,64,100,0
Bidirectional LSTM,Huber,64,150,0
Bidirectional LSTM,Huber,64,200,0
Bidirectional LSTM,Huber,64,250,0
Bidirectional LSTM,Huber,64,300,0
Bidirectional LSTM,Lasso,256,50,0
Bidirectional LSTM,Lasso,256,100,0
Bidirectional LSTM,Lasso,256,150,0
Bidirectional LSTM,Lasso,256,200,0
Bidirectional LSTM,Lasso,256,250,0
Bidirectional LSTM,Lasso,256,300,0
Bidirectional LSTM,Lasso,128,50,0
Bidirectional LSTM,Lasso,128,100,0
Bidirectional LSTM,Lasso,128,150,0
Bidirectional LSTM,Lasso,128,200,0
Bidirectional LSTM,Lasso,128,250,0
Bidirectional LSTM,Lasso,128,300,0
Bidirectional LSTM,Lasso,64,50,0
Bidirectional LSTM,Lasso,64,100,0
Bidirectional LSTM,Lasso,64,150,0
Bidirectional LSTM,Lasso,64,200,0
Bidirectional LSTM,Lasso,64,250,0
Bidirectional LSTM,Lasso,64,300,0
Bidirectional LSTM,Ridge,256,50,0
Bidirectional LSTM,Ridge,256,100,0
Bidirectional LSTM,Ridge,256,150,0
Bidirectional LSTM,Ridge,256,200,0
Bidirectional LSTM,Ridge,256,250,0
Bidirectional LSTM,Ridge,256,300,0
Bidirectional LSTM,Ridge,128,50,0
Bidirectional LSTM,Ridge,128,100,0
Bidirectional LSTM,Ridge,128,150,0
Bidirectional LSTM,Ridge,128,200,0
Bidirectional LSTM,Ridge,128,250,0
Bidirectional LSTM,Ridge,128,300,0
Bidirectional LSTM,Ridge,64,50,0
Bidirectional LSTM,Ridge,64,100,0
Bidirectional LSTM,Ridge,64,150,0
Bidirectional LSTM,Ridge,64,200,0
Bidirectional LSTM,Ridge,64,250,0
Bidirectional LSTM,Ridge,64,300,0
